Arizona,Tempe ,https://www.budget.com/en/locations/us/az/tempe/sc4,SC4,"Tempe (SC4) 1412 N Scottsdale Rd, 1412 N Scottsdale Rd, (At Weber Rd), Tempe, AZ, 85281, United States"
Arizona,Embassy Plaza-Nw Tucson/Marana ,https://www.budget.com/en/locations/us/az/tucson/tz8,TZ8,"Embassy Plaza-Nw Tucson/Marana (TZ8) 3924 W Ina Rd - Ste 306, 3924 W Ina Rd - Ste 306, (At Thornydale Rd), Tucson, AZ, 85741, United States"
Arizona,Tucson - Tanque Verde Rd ,https://www.budget.com/en/locations/us/az/tucson/bgta1,BGTA1,"Tucson - Tanque Verde Rd (BGTA1) 6505 E Tanque Verde Rd, 6505 E Tanque Verde Rd, Tucson, AZ, 85715, United States"
Arizona,Tucson - Valencia Rd ,https://www.budget.com/en/locations/us/az/tucson/t06,T06,"Tucson - Valencia Rd (T06) 2707 E Valencia Rd, 2707 E Valencia Rd, Building 1, Tucson, AZ, 85706, United States"
Arizona,Tucson Intl Airport ,https://www.budget.com/en/locations/us/az/tucson/tus,TUS,"Tucson Intl Airport (TUS) 7275 S Tucson Blvd, 7275 S Tucson Blvd, Tucson, AZ, 85756, United States"
Arizona,Yuma ,https://www.budget.com/en/locations/us/az/yuma/y9m,Y9M,"Yuma (Y9M) 3040 S Pacific Ave, 3040 S Pacific Ave, Yuma, AZ, 85365, United States"
Arizona,Yuma Intl Airport ,https://www.budget.com/en/locations/us/az/yuma/yum,YUM,"Yuma Intl Airport (YUM) 2097 E 32nd St - Ste K, 2097 E 32nd St - Ste K, Yuma, AZ, 85365, United States"
Arkansas,Bentonville ,https://www.budget.com/en/locations/us/ar/bentonville/bv9,BV9,"Bentonville (BV9) 815 Sw 8th St, 815 Sw 8th St, Bentonville, AR, 72712, United States"
Arkansas,Nw Arkansas National Airport ,https://www.budget.com/en/locations/us/ar/bentonville/xna,XNA,"Nw Arkansas National Airport (XNA) 1 Airport Blvd - Ste 117, 1 Airport Blvd - Ste 117, Bentonville, AR, 72713, United States"
Arkansas,Northwest Arkansas Mall ,https://www.budget.com/en/locations/us/ar/fayetteville/fy2,FY2,"Northwest Arkansas Mall (FY2) 4201 N Shiloh Dr - Ste 1260, 4201 N Shiloh Dr - Ste 1260, Fayetteville, AR, 72703, United States"
Arkansas,Fort Smith Regional Airport ,https://www.budget.com/en/locations/us/ar/fort-smith/fsm,FSM,"Fort Smith Regional Airport (FSM) 6700 Mckennon Blvd - Ste 113, 6700 Mckennon Blvd - Ste 113, Fort Smith, AR, 72903, United States"
Arkansas,Bill &amp; Hillary Clinton Nat Apo ,https://www.budget.com/en/locations/us/ar/little-rock/lit,LIT,"Bill & Hillary Clinton Nat Apo (LIT) 1 Airport Rd, 1 Airport Rd, Little Rock, AR, 72202, United States"
Arkansas,Mccain Mall ,https://www.budget.com/en/locations/us/ar/north-little-rock/zj3,ZJ3,"Mccain Mall (ZJ3) 3929 Mccain Blvd - Ste H02, 3929 Mccain Blvd - Ste H02, (Regal Cinemas Entrance), North Little Rock, AR, 72116, United States"
Arkansas,Texarkana Regional Airport ,https://www.budget.com/en/locations/us/ar/texarkana/txk,TXK,"Texarkana Regional Airport (TXK) 305 Airport Drive, 305 Airport Drive, Texarkana, AR, 71854, United States"
California,Alhambra ,https://www.budget.com/en/locations/us/ca/alhambra/ah2,AH2,"Alhambra (AH2) 539 W Valley Blvd, 539 W Valley Blvd, Alhambra, CA, 91803, United States"
California,Anaheim - Katella Ave ,https://www.budget.com/en/locations/us/ca/anaheim/ah4,AH4,"Anaheim - Katella Ave (AH4) 200 W Katella Ave, 200 W Katella Ave, Anaheim, CA, 92802, United States"
California,Anaheim Hills Business Center ,https://www.budget.com/en/locations/us/ca/anaheim/h7a,H7A,"Anaheim Hills Business Center (H7A) 5120 E La Palma Ave - Ste 102, 5120 E La Palma Ave - Ste 102, Anaheim, CA, 92807, United States"
California,Arcadia (Southern California) ,https://www.budget.com/en/locations/us/ca/arcadia/a8d,Southern California,"Arcadia (Southern California) (A8D) 112 N First Ave, 112 N First Ave, (Btwn Huntington &amp; Colorado), Arcadia, CA, 91006, United States"
California,Bakersfield ,https://www.budget.com/en/locations/us/ca/bakersfield/bf6,BF6,"Bakersfield (BF6) 4208 Wible Rd, 4208 Wible Rd, (South Of White Lane), Bakersfield, CA, 93313, United States"
California,Meadows Field Airport ,https://www.budget.com/en/locations/us/ca/bakersfield/bfl,BFL,"Meadows Field Airport (BFL) 3701 Wings Way, 3701 Wings Way, Bakersfield, CA, 93308, United States"
California,"Barstow, Ca ",https://www.budget.com/en/locations/us/ca/barstow/b4j,B4J,"Barstow, Ca (B4J) 1581 W Main St, 1581 W Main St, Barstow, CA, 92311, United States"
California,El Mercado Shopping Center ,https://www.budget.com/en/locations/us/ca/belmont/b6c,B6C,"El Mercado Shopping Center (B6C) 1501 El Camino Real - Ste 201, 1501 El Camino Real - Ste 201, (Lower Level), Belmont, CA, 94002, United States"
California,Berkeley - Gilman St ,https://www.budget.com/en/locations/us/ca/berkeley/bz1,BZ1,"Berkeley - Gilman St (BZ1) 600 Gilman St, 600 Gilman St, Berkeley, CA, 94710, United States"
California,Berkeley - Kittredge St ,https://www.budget.com/en/locations/us/ca/berkeley/bk2,BK2,"Berkeley - Kittredge St (BK2) 2000 Kittredge St, 2000 Kittredge St, (Btwn Shattuck Av &amp; Milvia St), Berkeley, CA, 94704, United States"
California,Beverly Hills ,https://www.budget.com/en/locations/us/ca/beverly-hills/bv1,BV1,"Beverly Hills (BV1) 9815 Wilshire Blvd, 9815 Wilshire Blvd, (Cnr Wilshire &amp; Santa Monica), Beverly Hills, CA, 90210, United States"
California,Burbank Downtown ,https://www.budget.com/en/locations/us/ca/burbank/b6k,B6K,"Burbank Downtown (B6K) 2509 W Olive Ave, 2509 W Olive Ave, (1 Block West Of Buena Vista), Burbank, CA, 91505, United States"
California,Burbank/Bob Hope Airport ,https://www.budget.com/en/locations/us/ca/burbank/bur,BUR,"Burbank/Bob Hope Airport (BUR) 2501 N Hollywood Way, 2501 N Hollywood Way, Burbank, CA, 91505, United States"
California,Camarillo Plaza ,https://www.budget.com/en/locations/us/ca/camarillo/c6c,C6C,"Camarillo Plaza (C6C) 1727 E Daily Dr - Ste E, 1727 E Daily Dr - Ste E, (Near Ventura Fwy &amp; Carmen Dr), Camarillo, CA, 93010, United States"
California,Mcclellan Palomar Airport ,https://www.budget.com/en/locations/us/ca/carlsbad/cld,CLD,"Mcclellan Palomar Airport (CLD) 2198 Palomar Airport Rd, 2198 Palomar Airport Rd, (1/2 Mile W Of El Camino Real), Carlsbad, CA, 92008, United States"
California,Chico Mall ,https://www.budget.com/en/locations/us/ca/chico/q6c,Q6C,"Chico Mall (Q6C) 1950 E 20th St, 1950 E 20th St, Chico, CA, 95928, United States"
California,Chino Hills Marketplace ,https://www.budget.com/en/locations/us/ca/chino-hills/cj4,CJ4,"Chino Hills Marketplace (CJ4) 4200 Chino Hills Pkwy -Ste 645, 4200 Chino Hills Pkwy -Ste 645, Chino Hills, CA, 91709, United States"
California,Chula Vista ,https://www.budget.com/en/locations/us/ca/chula-vista/c7a,C7A,"Chula Vista (C7A) 690 L St, 690 L St, Chula Vista, CA, 91911, United States"
California,Citrus Heights ,https://www.budget.com/en/locations/us/ca/citrus-heights/rv6,RV6,"Citrus Heights (RV6) 6019 Auburn Blvd, 6019 Auburn Blvd, Citrus Heights, CA, 95621, United States"
California,Colton ,https://www.budget.com/en/locations/us/ca/colton/cc7,CC7,"Colton (CC7) 1700 W Valley Blvd, 1700 W Valley Blvd, Colton, CA, 92324, United States"
California,"Concord, Ca ",https://www.budget.com/en/locations/us/ca/concord/qc6,QC6,"Concord, Ca (QC6) 1790 Concord Ave, 1790 Concord Ave, Concord, CA, 94520, United States"
California,Temescal Village Plaza ,https://www.budget.com/en/locations/us/ca/corona/bgcc3,BGCC3,"Temescal Village Plaza (BGCC3) 1181 Magnolia Ave, 1181 Magnolia Ave, Ste 103, Corona, CA, 92879, United States"
California,Costa Mesa ,https://www.budget.com/en/locations/us/ca/costa-mesa/c4z,C4Z,"Costa Mesa (C4Z) 1989 Harbor Blvd, 1989 Harbor Blvd, (Between Hamilton &amp; W 19th), Costa Mesa, CA, 92627, United States"
California,Covina ,https://www.budget.com/en/locations/us/ca/covina/c5c,C5C,"Covina (C5C) 241 S Citrus Ave, 241 S Citrus Ave, (Between Puente &amp; Dexter Sts), Covina, CA, 91723, United States"
California,Covina - E Arrow Hwy ,https://www.budget.com/en/locations/us/ca/covina/bgco1,BGCO1,"Covina - E Arrow Hwy (BGCO1) 19034 E Arrow Hwy, 19034 E Arrow Hwy, Covina, CA, 91722, United States"
California,Del Norte Reg/Cal-Ore Life Flt ,https://www.budget.com/en/locations/us/ca/crescent-city/cec,CEC,"Del Norte Reg/Cal-Ore Life Flt (CEC) 1741 Dale Rupert Rd, 1741 Dale Rupert Rd, Crescent City, CA, 95531, United States"
California,Culver City ,https://www.budget.com/en/locations/us/ca/culver-city/c2c,C2C,"Culver City (C2C) 4246 Sepulveda Blvd, 4246 Sepulveda Blvd, Culver City, CA, 90230, United States"
California,Cypress ,https://www.budget.com/en/locations/us/ca/cypress/cy2,CY2,"Cypress (CY2) 5032 Lincoln Ave, 5032 Lincoln Ave, Cypress, CA, 90630, United States"
California,Diamond Bar ,https://www.budget.com/en/locations/us/ca/diamond-bar/db1,DB1,"Diamond Bar (DB1) 20855 Golden Springs Dr, 20855 Golden Springs Dr, Ste 100, Diamond Bar, CA, 91789, United States"
California,Parkway Plaza ,https://www.budget.com/en/locations/us/ca/el-cajon/ec2,EC2,"Parkway Plaza (EC2) 163 Fletcher Pkwy, 163 Fletcher Pkwy, El Cajon, CA, 92020, United States"
California,Elk Grove ,https://www.budget.com/en/locations/us/ca/elk-grove/ec4,EC4,"Elk Grove (EC4) 8696 Elk Grove Blvd - Ste 9, 8696 Elk Grove Blvd - Ste 9, (2 Blks East Of E Stockton Rd), Elk Grove, CA, 95624, United States"
California,Escondido ,https://www.budget.com/en/locations/us/ca/escondido/es2,ES2,"Escondido (ES2) 2040 Auto Park Way, 2040 Auto Park Way, Escondido, CA, 92029, United States"
California,Fairfield ,https://www.budget.com/en/locations/us/ca/fairfield/ta5,TA5,"Fairfield (TA5) 600 Parker Rd, 600 Parker Rd, Fairfield, CA, 94533, United States"
California,Willow Creek Town Center ,https://www.budget.com/en/locations/us/ca/folsom/bgfsm,BGFSM,"Willow Creek Town Center (BGFSM) 1011 E Bidwell St - Ste 117, 1011 E Bidwell St - Ste 117, Folsom, CA, 95630, United States"
California,Foster City ,https://www.budget.com/en/locations/us/ca/foster-city/fc3,FC3,"Foster City (FC3) 1133 Chess Dr, 1133 Chess Dr, Foster City, CA, 94404, United States"
California,Fremont ,https://www.budget.com/en/locations/us/ca/fremont/sj8,SJ8,"Fremont (SJ8) 5307 Central Ave, 5307 Central Ave, Fremont, CA, 94536, United States"
California,Fresno - N Blackstone Ave ,https://www.budget.com/en/locations/us/ca/fresno/bgfc1,BGFC1,"Fresno - N Blackstone Ave (BGFC1) 6261 N Blackstone Ave, 6261 N Blackstone Ave, Fresno, CA, 93710, United States"
California,Fresno Downtown ,https://www.budget.com/en/locations/us/ca/fresno/ft8,FT8,"Fresno Downtown (FT8) 2110 Ventura St, 2110 Ventura St, (At Van Ness Ave), Fresno, CA, 93721, United States"
California,Fresno Yosemite Intl Airport ,https://www.budget.com/en/locations/us/ca/fresno/fat,FAT,"Fresno Yosemite Intl Airport (FAT) 5175 E Clinton Way, 5175 E Clinton Way, Fresno, CA, 93727, United States"
California,East Fullerton ,https://www.budget.com/en/locations/us/ca/fullerton/fc5,FC5,"East Fullerton (FC5) 1900 E Orangethorpe Ave, 1900 E Orangethorpe Ave, (Btwn Acacia &amp; State College), Fullerton, CA, 92831, United States"
California,La Mancha Shopping Center ,https://www.budget.com/en/locations/us/ca/fullerton/f3h,F3H,"La Mancha Shopping Center (F3H) 1105 N Harbor Blvd, 1105 N Harbor Blvd, Fullerton, CA, 92833, United States"
California,Marriott Suites Hotel ,https://www.budget.com/en/locations/us/ca/garden-grove/bgdis,BGDIS,"Marriott Suites Hotel (BGDIS) 12015 Harbor Blvd, 12015 Harbor Blvd, Garden Grove, CA, 92840, United States"
California,Glendale - Brand Blvd ,https://www.budget.com/en/locations/us/ca/glendale/jg1,JG1,"Glendale - Brand Blvd (JG1) 617 S Brand Blvd, 617 S Brand Blvd, Glendale, CA, 91204, United States"
California,Hilton La North/Glendale Hotel ,https://www.budget.com/en/locations/us/ca/glendale/gh3,GH3,"Hilton La North/Glendale Hotel (GH3) 100 W Glenoaks Blvd, 100 W Glenoaks Blvd, (Btwn Central Av &amp; Brand Blvd), Glendale, CA, 91202, United States"
California,Hawthorne ,https://www.budget.com/en/locations/us/ca/hawthorne/hc5,HC5,"Hawthorne (HC5) 3145 W Rosecrans Ave, 3145 W Rosecrans Ave, (West Of Crenshaw Blvd), Hawthorne, CA, 90250, United States"
California,Hemet Valley Center ,https://www.budget.com/en/locations/us/ca/hemet/h5e,H5E,"Hemet Valley Center (H5E) 3635 W Florida Ave, 3635 W Florida Ave, (Sw Corner Of Sanderson Ave), Hemet, CA, 92545, United States"
California,"Hollywood, Ca ",https://www.budget.com/en/locations/us/ca/hollywood/hw1,HW1,"Hollywood, Ca (HW1) 1333 N Highland Ave, 1333 N Highland Ave, Hollywood, CA, 90028, United States"
California,Plaza De La Playa ,https://www.budget.com/en/locations/us/ca/huntington-beach/hb5,HB5,"Plaza De La Playa (HB5) 19092 Beach Blvd - Ste W, 19092 Beach Blvd - Ste W, (Btwn Yorktown &amp; Garfield St), Huntington Beach, CA, 92648, United States"
California,Imperial County Airport ,https://www.budget.com/en/locations/us/ca/imperial/ipl,IPL,"Imperial County Airport (IPL) 1101 Airport Rd, 1101 Airport Rd, Imperial, CA, 92251, United States"
California,Inglewood ,https://www.budget.com/en/locations/us/ca/inglewood/bgi01,BGI01,"Inglewood (BGI01) 636 S La Brea Ave, 636 S La Brea Ave, Inglewood, CA, 90301, United States"
California,La Habra ,https://www.budget.com/en/locations/us/ca/la-habra/l2h,L2H,"La Habra (L2H) 620 S Beach Blvd, 620 S Beach Blvd, La Habra, CA, 90631, United States"
California,La Jolla ,https://www.budget.com/en/locations/us/ca/la-jolla/l4j,L4J,"La Jolla (L4J) 1110 Torrey Pines Rd - Ste H, 1110 Torrey Pines Rd - Ste H, La Jolla, CA, 92037, United States"
California,Crown Valley Mall ,https://www.budget.com/en/locations/us/ca/laguna-niguel/l9n,L9N,"Crown Valley Mall (L9N) 30242 Crown Valley Pkwy, 30242 Crown Valley Pkwy, Ste 2b, Laguna Niguel, CA, 92677, United States"
California,Lake Forest ,https://www.budget.com/en/locations/us/ca/lake-forest/l6f,L6F,"Lake Forest (L6F) 22722 Centre Dr - Ste D, 22722 Centre Dr - Ste D, Lake Forest, CA, 92630, United States"
California,Lancaster - 10th St ,https://www.budget.com/en/locations/us/ca/lancaster/l1n,L1N,"Lancaster - 10th St (L1N) 43365 10th St West, 43365 10th St West, Lancaster, CA, 93534, United States"
California,Lancaster - Ave J ,https://www.budget.com/en/locations/us/ca/lancaster/l2w,L2W,"Lancaster - Ave J (L2W) 221 W Ave J, 221 W Ave J, Lancaster, CA, 93534, United States"
California,Closed 2023-09-30 ,https://www.budget.com/en/locations/us/ca/long-beach/l9b,L9B,"Closed 2023-09-30 (L9B) 333 E Ocean Blvd, 333 E Ocean Blvd, Westin Hotel (Downtown), Long Beach, CA, 90802, United States"
California,Long Beach Airport ,https://www.budget.com/en/locations/us/ca/long-beach/lgb,LGB,"Long Beach Airport (LGB) 4100 Donald Douglas Dr, 4100 Donald Douglas Dr, Long Beach, CA, 90808, United States"
California,Los Angeles Downtown ,https://www.budget.com/en/locations/us/ca/los-angeles/f8g,F8G,"Los Angeles Downtown (F8G) 888 S Figueroa St - Ste 130, 888 S Figueroa St - Ste 130, Los Angeles, CA, 90017, United States"
California,Los Angeles Intl Airport ,https://www.budget.com/en/locations/us/ca/los-angeles/lax,LAX,"Los Angeles Intl Airport (LAX) 9775 Airport Blvd, 9775 Airport Blvd, Los Angeles, CA, 90045, United States"
California,Los Angeles-Arts District ,https://www.budget.com/en/locations/us/ca/los-angeles/a8m,A8M,"Los Angeles-Arts District (A8M) 647 Mateo St, 647 Mateo St, Los Angeles, CA, 90021, United States"
California,Nara Financial Center ,https://www.budget.com/en/locations/us/ca/los-angeles/w4s,W4S,"Nara Financial Center (W4S) 3600 Wilshire Blvd - Ste 100m, 3600 Wilshire Blvd - Ste 100m, (Btwn Normandie &amp; Western Ave), Los Angeles, CA, 90010, United States"
California,The Bloc Shopping Center ,https://www.budget.com/en/locations/us/ca/los-angeles/l5h,L5H,"The Bloc Shopping Center (L5H) 700 W 7th St - Ste A200, 700 W 7th St - Ste A200, (Inside The Bloc Garage), Los Angeles, CA, 90017, United States"
California,Union Station (Amtrak) ,https://www.budget.com/en/locations/us/ca/los-angeles/lg1,Amtrak,"Union Station (Amtrak) (LG1) 800 N Alameda St, 800 N Alameda St, (Near Cesar Chavez Ave), Los Angeles, CA, 90012, United States"
California,Westwood/Beverly Hills ,https://www.budget.com/en/locations/us/ca/los-angeles/w7w,W7W,"Westwood/Beverly Hills (W7W) 1234 Westwood Blvd, 1234 Westwood Blvd, (Cornr Of Westwood &amp; Wilshire), Los Angeles, CA, 90024, United States"
